ID,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
2083,102,0.804,1,1,0,4,4,25,8,4,3,74,0
2084,134,0.698,0,1,0,4,4,8,5,4,3,52,0
2085,21,0.624,1,1,0,3,4,12,3,4,1,6,0
2086,21,0.728297698,1,0,0,3,4,3,2,4,2,12.60187203,1
2087,21,0.632057455,1,0,0,3,4,8,,4,0,68.67709706,1
2088,97,0.809636204,1,0,2,3,4,10,,,2,81.5601815,1
2089,103,0.63937261,1,0,2,3,4,1,,,1,95.42812921,1
2090,103,0.92,1,1,0,3,4,15,4,4,2,62,0
2091,46,0.762,1,0,2,3,4,4,,,0,113,1
2092,103,0.92,0,1,0,3,4,9,3,4,4,56,0
2093,103,0.92,1,1,0,4,4,25,3,4,2,196,0
2094,103,0.92,1,0,0,5,4,25,,,5,210,0
2095,21,0.672585604,1,0,0,3,4,4,,,0,31.2406081,1
2096,114,0.926,1,1,2,4,4,15,4,4,1,330,0
2097,114,0.926,1,0,0,2,,4,,4,0,37,0
2098,21,0.51688803,1,1,0,3,4,6,8,4,2,24.04518704,1
2099,160,0.92,0,1,2,3,4,12,5,4,1,10,0
2100,103,0.92,1,1,0,3,5,15,,,1,116,1
2101,165,0.903,1,1,0,3,4,12,1,3,3,54,1
2102,100,0.887,1,0,2,2,,11,,,1,50,0
2103,103,0.92,0,1,0,3,5,25,,,5,90,0
2104,103,0.705019086,1,1,0,3,4,25,,,1,41.20381716,1
2105,160,0.705545946,1,0,2,3,4,3,,,1,6.826479185,1
2106,21,0.624,1,1,0,3,4,3,1,4,2,29.77131094,1
2107,144,0.84,1,1,2,3,4,9,2,0,1,34,0
2108,23,0.92,1,0,0,3,4,2,,,1,41.34161356,1
2109,176,0.764,1,1,0,3,4,7,3,4,1,48,0
2110,14,0.698,1,1,0,3,4,2,4,4,1,10,0
2111,134,0.698,1,1,2,4,4,7,,4,0,42,1
2112,33,0.877987542,1,0,0,3,4,1,,,,17.00072167,1
2113,21,0.624,0,1,2,3,4,0,,,1,26.35985872,1
2114,103,0.92,1,0,2,4,4,5,2,5,1,62,0
2115,21,0.624,1,1,0,3,4,3,8,4,1,258.588696,1
2116,21,0.624,0,1,0,3,4,1,3,4,1,13,1
2117,103,0.92,1,1,0,3,0,13,,,1,7,0
2118,36,0.893,2,0,2,2,,3,3,5,1,146,0
2119,103,0.92,1,1,0,3,4,4,3,4,1,9,0
2120,103,0.92,1,1,0,3,4,17,4,4,2,4,0
2121,126,0.479,0,0,0,,,25,,,2,26,1
2122,21,0.728132711,1,1,0,3,4,25,3,4,1,18.35899611,1
2123,103,0.92,2,0,2,3,4,4,2,,4,53,0
2124,21,0.92,2,0,2,3,4,0,,,1,34.38279257,1
2125,50,0.896,0,1,1,4,4,25,,,4,31,0
2126,175,0.776,1,1,1,3,4,10,1,4,1,31,1
2127,103,0.639608354,0,0,0,3,4,2,,4,0,65.67255201,1
2128,71,0.884,1,1,0,4,4,25,3,1,5,39,0
2129,103,0.912546593,1,1,0,3,4,5,,4,2,47.69569217,1
2130,103,0.92,2,0,0,4,4,11,6,5,5,50,0
2131,136,0.897,0,0,0,4,4,7,5,4,1,27,0
2132,21,0.624,1,1,0,3,4,4,1,4,1,77.91773533,1
2133,90,0.698,0,1,1,4,4,6,,,1,116,1
2134,65,0.802,1,1,0,3,4,25,2,4,4,37,0
2135,21,0.624,0,0,2,3,4,4,,,0,25,1
2136,114,0.926,1,0,0,4,4,9,8,3,2,18,0
2137,21,0.624,1,0,0,3,4,12,,,1,55.20159406,1
2138,103,0.924129853,1,1,0,3,4,5,,,1,169.8179488,1
2139,75,0.939,1,0,0,3,4,8,7,4,5,56,0
2140,138,0.836,1,1,0,3,4,11,6,4,1,96,0
2141,21,0.624,1,1,2,3,4,4,3,4,1,38.75315699,1
2142,21,0.618399258,1,1,0,3,4,9,5,4,1,32.65374312,1
2143,160,0.92,1,1,0,3,4,25,3,4,5,53,0
2144,21,0.624,1,1,0,4,4,25,8,4,1,53.74762588,1
2145,71,0.884,1,1,1,4,4,6,1,2,1,70,0
2146,103,0.898414756,0,0,2,3,4,1,,,1,50.89137939,1
2147,138,0.836,1,1,0,4,4,15,3,4,2,124,0
2148,21,0.867353566,1,0,2,3,4,9,,,0,23.44734022,1
2149,20,0.796,1,1,0,1,,7,,,2,96,0
2150,103,0.92,1,1,0,3,4,15,7,0,5,53,0
2151,21,0.624,1,1,2,3,4,2,,4,0,5.010486632,1
2152,21,0.716278062,1,1,2,3,4,3,5,4,1,93.17219384,1
2153,16,0.91,1,1,0,4,4,11,3,2,2,62,0
2154,103,0.92,1,1,0,3,4,25,8,4,5,14,0
2155,11,0.650689534,1,1,0,3,4,1,2,4,1,10.41256279,1
2156,21,0.624,1,0,0,,,3,,,1,24,0
2157,99,0.915,1,1,0,3,4,25,4,4,5,36,0
2158,103,0.876081815,1,1,0,3,4,25,,,5,9.111923193,1
2159,78,0.579,1,1,0,3,4,9,4,4,2,97,1
2160,21,0.624,0,1,0,3,4,3,,,1,284,1
2161,21,0.624,1,0,2,2,,1,,,0,9,1
2162,23,0.899,1,1,2,2,,3,8,4,2,29,0
2163,90,0.698,0,1,1,3,4,0,3,3,4,104,0
2164,150,0.698,1,1,0,3,4,25,8,,5,35,0
2165,103,0.733003415,1,1,0,3,4,10,5,4,4,59.3269386,1
2166,103,0.6886401,1,1,0,3,4,10,,,1,17.41239748,1
2167,102,0.804,1,1,1,4,4,10,5,,2,36,0
2168,138,0.836,2,0,0,4,4,6,5,2,1,22,0
2169,114,0.926,2,1,0,5,4,17,4,4,3,156,1
2170,157,0.769,0,1,0,4,4,9,5,5,1,38,0
2171,11,0.55,1,1,1,3,4,10,5,4,1,62,1
2172,103,0.92,2,1,0,3,4,7,2,2,1,135,0
2173,158,0.766,1,1,2,3,4,4,3,4,2,92,1
2174,16,0.91,1,0,0,4,2,3,6,5,1,148,0
2175,101,0.558,0,0,0,3,4,3,3,4,1,27,0
2176,144,0.84,0,1,0,3,4,9,7,4,5,33,0
2177,114,0.926,1,1,0,4,4,15,3,4,1,46,0
2178,21,0.624,0,1,0,3,4,3,1,4,1,52.53029657,1
2179,21,0.624,1,0,0,1,,2,,,0,4,0
2180,21,0.898037551,1,0,2,3,4,5,,,1,80.50088671,1
2181,16,0.91,2,0,0,3,3,0,6,4,1,18,0
2182,21,0.624,0,1,0,3,4,8,3,4,1,14.73536818,1
2183,103,0.92,1,1,0,3,4,10,2,4,1,21,1
2184,90,0.698,0,1,1,3,4,5,4,4,1,29,0
2185,21,0.624,0,0,0,3,4,2,8,4,2,48,0
2186,103,0.92,1,1,0,3,4,6,,,3,6,1
2187,21,0.624,1,1,0,3,4,5,4,4,1,124,0
2188,103,0.92,1,1,2,3,4,3,3,2,1,118,0
2189,75,0.939,1,1,0,3,4,8,3,4,1,31,0
2190,160,0.92,1,0,2,2,,4,6,4,1,23,0
2191,160,0.92,2,0,2,3,4,0,,,2,29,0
2192,69,0.856,1,1,1,3,4,3,3,4,2,182,1
2193,55,0.739,0,1,0,3,4,6,4,3,1,278,0
2194,21,0.624,1,1,2,3,4,0,,,1,7.689300025,1
2195,114,0.926,1,0,2,3,4,5,2,1,1,21,0
2196,21,0.798044144,1,1,0,3,4,1,4,4,2,104.9705888,1
2197,21,0.752830245,1,1,0,3,4,25,,4,1,27.18531409,1
2198,103,0.92,1,0,2,2,,4,,,,3,1
2199,123,0.738,1,1,2,3,4,10,8,4,1,144,0
2200,16,0.91,1,1,0,3,2,2,5,2,0,28,0
2201,21,0.621289638,1,1,0,3,,16,2,4,1,149.3728953,1
2202,114,0.920416992,1,1,0,3,4,5,,,1,75.39575197,1
2203,21,0.693836789,1,1,0,3,4,25,3,4,1,56.23470187,1
2204,99,0.913426254,1,0,2,3,4,1,,,1,14.74100319,1
2205,21,0.624,0,1,2,3,4,1,3,3,0,5,1
2206,100,0.887,0,0,2,2,,4,,4,0,76,0
2207,100,0.887,0,1,2,4,4,19,3,2,2,106,0
2208,21,0.822403007,1,0,2,3,4,2,,,1,155.9349523,1
2209,114,0.926,1,1,0,4,4,25,6,4,5,67,0
2210,21,0.624,1,1,0,3,4,0,3,4,1,91.26830409,1
2211,103,0.76846101,1,0,2,2,,5,,,0,52.95217581,1
2212,103,0.92,1,1,0,4,4,14,8,4,1,204,0
2213,103,0.860334035,1,0,2,3,4,25,,,5,40.16967943,1
2214,103,0.913982511,1,0,2,3,4,5,,,1,52.03346025,1
2215,90,0.698,1,1,0,3,4,17,3,5,5,20,0
2216,103,0.92,0,1,0,3,4,25,8,4,5,36,0
2217,136,0.897,1,0,2,3,4,7,,,0,34,0
2218,16,0.91,0,1,0,4,4,25,,,1,143,0
2219,123,0.738,1,1,2,3,4,3,4,4,1,55,1
2220,103,0.92,1,1,0,3,4,14,4,4,1,30,0
2221,21,0.700217716,1,1,0,4,4,9,6,4,1,139.9662436,1
2222,103,0.92,1,1,0,4,4,25,,,1,22,1
2223,103,0.92,1,1,0,3,4,25,2,4,5,72.51393135,1
2224,21,0.67582843,0,0,0,3,4,6,,,2,149.5729494,1
2225,45,0.89,1,0,2,2,,4,,,1,68,0
2226,160,0.92,1,1,,3,4,25,,,5,50,1
2227,21,0.753384607,1,0,2,3,4,8,,,1,23.20498997,1
2228,19,0.682,1,1,0,3,4,10,8,4,0,54,1
2229,103,0.749099333,1,0,2,3,4,3,,,2,80.99129288,1
2230,103,0.92,1,1,0,3,4,6,2,4,3,26,0
2231,21,0.875355889,1,0,2,2,,1,,,0,18.04257747,1
2232,103,0.921143924,1,1,0,3,4,25,,4,1,34.61495896,1
2233,9,0.743,1,1,0,4,4,25,4,4,1,278,0
2234,21,0.624,1,0,2,2,,5,,,0,18,0
2235,24,0.698,2,0,0,4,4,7,,,1,98,1
2236,90,0.913696886,0,1,0,4,4,4,,,5,21.1252591,1
2237,16,0.91,1,1,0,3,0,25,2,4,5,22,0
2238,103,0.92,1,1,0,4,2,5,8,4,1,336,0
2239,103,0.92,0,0,2,3,4,4,8,5,1,33,0
2240,21,0.581441513,1,1,0,3,4,7,3,4,3,22.62767509,1
2241,71,0.611037316,0,1,0,3,4,15,3,4,1,53.37014717,1
2242,67,0.855,1,1,0,3,4,17,8,4,2,42,0
2243,144,0.84,1,1,0,3,4,4,3,4,1,11,1
2244,21,0.624,1,1,0,4,4,9,4,4,5,96,0
2245,16,0.91,1,1,0,3,4,2,,,1,45,0
2246,16,0.91,1,0,0,2,,2,,,0,141,0
2247,160,0.785581211,1,1,0,3,4,9,,,1,90.94022619,1
2248,114,0.810593359,1,1,0,3,4,12,4,4,1,18.61785881,1
2249,21,0.624,0,1,2,3,4,6,2,4,1,26,0
2250,114,0.926,1,0,0,2,,5,3,4,1,62,0
2251,21,0.624,1,0,0,3,4,2,,,0,36.91276569,1
2252,21,0.624,1,1,0,3,4,7,4,4,1,72.61399794,1
2253,10,0.895,1,1,,,,25,,,5,146,0
2254,102,0.804,1,1,0,4,4,16,,,2,12,1
2255,160,0.891354619,1,1,0,3,4,25,,,1,100.7096675,1
2256,23,0.899,0,1,0,3,4,8,4,2,2,114,0
2257,23,0.899,1,1,0,3,4,8,3,2,1,61,0
2258,114,0.926,1,0,2,4,4,5,,,1,10,1
2259,103,0.630452253,1,0,0,3,4,7,,,1,19.30245914,1
2260,16,0.91,0,0,,2,,1,,,0,34,1
2261,103,0.92,1,0,0,3,4,25,,,1,13.83208947,1
2262,116,0.743,1,1,0,3,4,9,4,5,3,51,0
2263,103,0.92,1,0,0,1,,3,,4,0,11,0
2264,103,0.92,1,0,0,4,4,5,2,2,3,194,0
2265,21,0.624,1,0,0,3,4,4,4,4,3,164,1
2266,103,0.92,1,1,0,3,4,25,8,4,2,25,0
2267,21,0.624,1,1,0,3,4,8,2,4,1,76.80372848,1
2268,114,0.926,0,1,0,4,4,4,5,3,0,31,0
2269,21,0.903076883,1,0,2,3,4,7,,,0,105.1427833,1
2270,101,0.558,1,1,0,3,4,6,,,1,50,1
2271,103,0.92,0,1,0,3,4,25,,,5,20,1
2272,114,0.926,2,0,2,3,4,8,,5,1,146,1
2273,65,0.802,1,1,0,3,4,9,3,4,0,108,0
2274,103,0.829343276,1,0,2,3,4,25,,,2,40.42037955,1
2275,103,0.92,1,1,0,4,4,25,3,4,2,39,0
2276,104,0.924,1,1,0,3,4,9,5,,1,54,0
2277,57,0.866,1,1,0,3,4,25,,,5,222,0
2278,160,0.925356112,1,1,0,3,4,25,,,5,25.00480964,1
2279,104,0.924,0,1,2,3,4,11,3,4,4,10,0
2280,100,0.887,1,0,2,3,4,3,,4,0,54,0
2281,120,0.78,1,1,0,3,4,11,3,4,1,178,0
2282,61,0.913,1,1,0,3,4,16,5,4,5,13,0
2283,21,0.624,0,1,2,3,4,8,,,0,30,1
2284,46,0.762,1,1,0,3,4,7,5,4,2,43,1
2285,116,0.743,0,1,2,2,,2,4,4,,108,0
2286,21,0.854650944,1,1,0,3,4,6,1,4,1,18.21991756,1
2287,46,0.762,2,0,2,3,4,3,,3,5,122,1
2288,126,0.479,1,0,2,3,4,10,,,5,35,1
2289,71,0.884,1,1,0,3,4,11,2,4,2,42,0
2290,65,0.802,1,1,2,2,,7,3,4,1,17,0
2291,103,0.834593908,1,1,0,3,4,25,,,1,57.67564091,1
2292,67,0.855,0,1,0,2,,11,3,2,4,78,1
2293,79,0.698,0,0,1,,,2,,,,28,1
2294,11,0.760792918,1,1,0,3,4,0,3,4,0,77.71661962,1
2295,16,0.91,0,1,0,2,,6,4,4,1,74,0
2296,21,0.590528791,1,1,0,3,4,0,2,4,1,61.38335483,1
2297,16,0.91,1,1,0,3,4,11,4,4,1,43,0
2298,21,0.624,1,1,0,4,4,7,7,4,5,139,0
2299,100,0.887,1,0,1,3,4,2,,,0,36,0
2300,103,0.92,1,1,0,3,4,7,,,3,134.8501922,1
2301,21,0.624,1,0,2,3,4,3,,,1,76.09693107,1
2302,67,0.855,2,1,0,4,4,9,4,4,2,42,1
2303,103,0.92,0,1,0,3,4,4,,,1,168,1
2304,21,0.624,1,1,0,3,4,9,1,2,4,50,1
2305,21,0.56342119,1,1,0,3,4,2,,,1,54.67092983,1
2306,21,0.872854258,0,1,0,3,4,25,3,4,1,42.41563368,1
2307,21,0.624,1,1,0,3,4,9,2,4,1,65.12324827,1
2308,114,0.926,1,0,0,2,,4,,4,0,104,0
2309,21,0.624,1,0,2,2,,4,,,0,74,1
2310,21,0.624,1,1,2,3,4,1,1,1,1,188,1
2311,21,0.624,0,1,0,3,4,5,2,2,0,56,1
2312,21,0.850296627,1,1,2,3,4,4,,4,1,39.67555015,1
2313,41,0.827,1,0,0,5,4,25,,,5,16,0
2314,116,0.743,1,1,0,2,,16,3,4,2,156,0
2315,21,0.579362027,0,1,0,3,4,0,3,4,1,75.52281944,1
2316,103,0.92,1,1,0,3,4,25,,,1,50.41928097,1
2317,100,0.887,1,1,2,2,,13,5,,,49,0
2318,67,0.855,1,0,1,3,4,14,4,4,5,17,0
2319,21,0.876079525,1,1,0,3,4,0,3,4,2,111.135609,1
2320,114,0.896768128,0,1,0,3,4,3,4,4,5,23.76812752,1
2321,21,0.701510911,1,1,0,3,4,4,,,1,104.2489089,1
2322,16,0.91,1,1,0,3,4,17,3,4,2,92,0
2323,21,0.62047075,0,1,0,3,4,25,,4,1,3.287699324,1
2324,103,0.92,1,1,0,3,4,18,4,3,4,157,0
2325,16,0.91,1,1,0,4,4,20,6,4,5,11,0
2326,103,0.915245846,1,0,0,3,4,25,,,0,15.64167018,1
2327,21,0.624,1,1,0,3,4,8,2,4,1,32.40898838,1
2328,98,0.949,0,1,1,4,2,18,4,4,1,306,0
2329,21,0.624,1,1,0,3,4,7,,,1,57.33847642,1
2330,103,0.92,1,0,2,3,4,3,,,2,110.4448794,1
2331,103,0.92,1,1,0,3,4,10,1,4,2,46,1
2332,21,0.624,0,1,0,3,4,10,4,4,5,34,0
2333,21,0.624,1,0,0,2,,0,,,0,91,1
2334,21,0.624,0,1,0,3,4,3,,4,3,98.37722943,1
2335,90,0.698,0,1,0,3,4,7,6,5,5,11,0
2336,21,0.624,0,1,0,3,4,,,2,,27,0
2337,16,0.91,0,1,0,4,0,10,1,4,1,105,0
2338,136,0.897,1,1,0,4,4,3,,,2,28,0
2339,136,0.897,1,1,0,4,4,25,7,4,5,43,0
2340,21,0.624,1,1,0,3,4,7,8,4,4,48,1
2341,103,0.92,1,1,0,3,4,25,8,4,5,156,1
2342,41,0.827,1,1,0,,,10,3,4,3,36,0
2343,21,0.593437658,1,1,0,3,4,25,,,0,156.5039318,1
2344,160,0.92,0,1,0,3,4,25,,,5,18,1
2345,16,0.91,1,1,0,3,4,3,1,4,1,90,0
2346,103,0.92,2,1,0,3,0,2,,,2,11,1
2347,103,0.92,1,1,0,3,4,6,4,4,2,83,0
2348,21,0.624,1,1,0,3,4,7,3,4,2,29.79002766,1
2349,157,0.769,1,1,0,4,4,10,7,4,2,28,0
2350,103,0.92,1,1,0,4,4,5,2,3,1,104,0
2351,65,0.802,1,1,0,3,4,13,7,4,3,42,0
2352,73,0.754,0,1,1,2,,6,3,4,1,77,0
2353,103,0.913311899,1,1,0,3,4,2,,,1,6.6495192,1
2354,103,0.92,0,0,2,2,,0,,,0,20,0
2355,16,0.91,0,1,2,3,4,14,8,4,0,9,0
2356,21,0.624,0,0,0,,,1,,,1,100,1
2357,160,0.886843966,1,0,0,3,4,1,,4,1,69.81676899,1
2358,21,0.624,1,1,0,3,4,0,8,4,1,136.4165769,1
2359,114,0.926,1,0,2,3,0,8,,,2,18,1
2360,103,0.92,2,0,0,3,2,4,4,3,2,68,0
2361,103,0.844501391,2,0,2,2,,3,,,0,79.70443417,1
2362,114,0.926,1,1,0,3,4,5,7,,3,156,0
2363,136,0.897,1,1,0,4,4,25,8,4,5,102,0
2364,21,0.624,1,1,0,3,4,6,3,4,1,42.24279345,1
2365,89,0.925,1,1,0,3,1,20,3,4,2,4,0
2366,103,0.92,1,1,0,3,2,5,4,4,2,11,1
2367,16,0.91,0,1,0,3,4,25,3,3,5,70,0
2368,21,0.624,1,0,0,3,4,3,,,1,114,1
2369,103,0.916427334,1,1,0,3,4,25,,4,5,48.22932652,1
2370,103,0.92,1,1,0,3,4,15,3,4,5,12,0
2371,16,0.91,0,1,0,,,25,1,4,2,163,1
2372,21,0.812385248,1,1,0,3,4,6,8,4,1,12.22509532,1
2373,103,0.92,1,1,0,3,4,5,3,2,1,35.66519411,1
2374,19,0.833705812,1,0,2,3,4,1,,,1,39.02160785,1
2375,21,0.624,1,1,0,3,4,14,4,2,5,9,1
2376,21,0.735869839,1,1,0,3,4,9,8,4,1,66.0705275,1
2377,16,0.91,1,1,0,3,4,25,2,4,2,14,0
2378,103,0.92,0,1,0,3,4,25,,,5,69.85353542,1
2379,103,0.92,2,1,0,3,2,0,6,4,1,7,0
2380,116,0.743,0,1,2,4,4,0,3,,1,19,0
2381,57,0.866,1,1,2,4,4,8,1,5,1,28,0
2382,98,0.949,1,1,0,4,4,25,4,4,5,107,0
2383,116,0.743,1,0,2,3,4,7,,,3,33,1
2384,21,0.624,1,1,2,3,4,0,,4,1,31.67484869,1
2385,118,0.722,1,1,0,2,,5,1,4,2,15,0
2386,159,0.843,1,1,0,3,4,14,4,1,2,22,0
2387,103,0.92,1,1,1,3,4,19,7,4,5,141,0
2388,21,0.624,2,1,0,4,4,0,4,4,,330,1
2389,162,0.767,1,0,2,3,4,9,,,0,29,1
2390,103,0.92,2,1,0,4,4,15,6,4,3,39,0
2391,103,0.92,1,1,0,3,4,25,1,2,5,113,0
2392,50,0.896,0,1,0,4,4,14,8,4,5,96,0
2393,21,0.624,1,1,0,3,4,5,4,4,1,3.819573635,1
2394,45,0.89,1,0,2,3,4,5,,,0,19,0
2395,16,0.91,0,1,2,3,4,6,8,4,1,194,0
2396,45,0.914769435,1,1,0,3,4,6,,,1,183.5759002,1
2397,103,0.922774266,1,1,0,3,4,0,,,2,68.01090896,1
2398,103,0.914666082,1,1,0,3,4,25,,,5,24.66608227,1
2399,74,0.58616298,0,0,2,3,4,6,,,0,61.81392212,1
2400,16,0.91,0,1,0,3,4,8,4,3,1,86,0
2401,18,0.665404328,1,1,0,3,4,10,,4,5,17.45588353,1
2402,103,0.92,1,1,1,3,4,14,3,4,5,22,0
2403,21,0.607563111,0,1,0,3,4,6,3,4,1,62.49426267,1
2404,152,0.698,1,0,2,3,4,4,,,1,83,0
2405,46,0.762,1,1,0,3,4,2,2,4,1,100,1
2406,21,0.624,0,1,1,3,4,5,6,4,,55,0
2407,16,0.91,1,1,0,4,4,9,3,4,5,88,0
2408,21,0.762336279,1,1,0,4,4,6,2,4,1,301.34384,1
2409,91,0.702449363,0,1,0,3,4,12,,,5,39.15004727,1
2410,89,0.925,0,0,2,3,4,2,4,3,1,4,0
2411,131,0.68,1,1,0,3,4,5,3,4,1,39,0
2412,21,0.624,1,1,2,3,4,1,3,4,0,10,1
2413,73,0.725205886,1,1,0,3,4,10,,,0,33.10976578,1
2414,21,0.836803242,1,1,0,3,4,10,,,0,43.18929872,1
2415,21,0.744196362,1,1,0,3,4,4,,,1,64.36937842,1
2416,136,0.897,1,1,0,3,4,10,4,4,5,25,0
2417,103,0.92,1,1,0,2,,5,,,1,24,1
2418,104,0.924,1,1,0,3,4,25,,4,1,126,0
2419,90,0.698,1,1,1,3,4,6,1,4,1,47,0
2420,160,0.92,1,1,2,3,4,25,,,5,39,0
2421,21,0.695862594,1,0,2,3,4,3,,,0,16.92373998,1
2422,98,0.949,0,0,0,4,4,4,5,,0,53,0
2423,103,0.92,1,1,0,3,4,4,1,4,4,2,0
2424,165,0.903,1,0,0,5,4,25,6,5,5,54,0
2425,61,0.913,1,1,0,4,4,25,4,4,5,99,0
2426,103,0.92,1,0,2,3,4,4,,,1,52.86977978,1
2427,16,0.91,1,0,2,3,4,9,,,1,23,1
2428,103,0.703103804,1,0,2,3,4,25,,,0,23.78635241,1
2429,114,0.926,1,1,0,2,,25,6,4,0,59,0
2430,103,0.624,1,0,2,3,4,8,,,1,20.27363954,1
2431,21,0.624,1,1,0,3,4,15,5,4,2,8,0
2432,21,0.92,1,0,2,3,4,4,,,1,83.92193501,1
2433,28,0.939,1,1,0,3,4,9,6,4,5,11,0
2434,10,0.895,0,1,2,4,4,4,3,2,2,13,1
2435,99,0.915,1,0,0,3,4,25,3,4,5,50,0
2436,65,0.802,0,1,0,3,4,12,6,4,0,64,0
2437,28,0.939,1,1,0,3,4,16,2,4,1,25,0
2438,103,0.92,1,0,0,3,4,9,,,0,104.0226922,1
2439,46,0.762,0,0,0,3,4,3,2,4,2,110,1
2440,21,0.624,0,0,2,3,4,13,,,1,32.99178247,1
2441,103,0.92,1,1,0,3,4,6,8,4,1,97,0
2442,91,0.691,0,1,2,3,4,4,,3,,34,1
2443,103,0.92,2,0,2,3,4,6,,,1,46,1
2444,102,0.804,1,1,0,3,4,17,3,3,1,57,0
2445,160,0.92,1,1,0,3,4,11,,,3,51,1
2446,136,0.897,0,0,,,,4,,,,222,0
2447,105,0.794,1,1,0,3,3,2,3,4,2,77,0
2448,103,0.903523656,1,1,0,3,4,17,8,4,1,88.65451155,1
2449,21,0.624,0,1,0,3,4,6,4,4,2,18,1
2450,138,0.836,1,0,0,3,4,6,1,4,0,58,0
2451,74,0.557494066,1,1,0,3,4,7,,,1,33.17711915,1
2452,103,0.92,1,0,2,3,4,4,,,0,108,1
2453,16,0.760631364,1,1,2,3,4,10,,,1,18.46229423,1
2454,83,0.923,1,1,0,3,4,9,1,1,2,45,0
2455,103,0.850737221,1,1,0,3,4,6,,,1,59.16997937,1
2456,103,0.92,2,0,2,3,4,4,,,0,38,1
2457,21,0.624,1,1,0,3,4,4,3,2,1,174,1
2458,53,0.762039971,1,1,0,3,4,10,8,4,1,49.39999928,1
2459,91,0.758755918,1,1,0,3,4,1,,,1,53.05122182,1
2460,21,0.694452336,1,1,0,3,4,10,1,4,1,37.18492215,1
2461,71,0.884,1,0,0,3,4,25,,,5,34,0
2462,57,0.920695604,1,0,0,3,4,2,,,0,16.1739009,1
2463,21,0.778519951,1,1,0,3,4,25,6,4,4,19.14327811,1
2464,16,0.862650274,1,0,2,3,4,6,,,1,27.65027404,1
2465,16,0.91,0,1,0,4,4,8,3,4,1,79,0
2466,21,0.675503729,1,0,2,3,,3,,,0,154.4641026,1
2467,94,0.698,1,1,0,4,4,3,,,1,61,0
2468,160,0.92,1,1,0,3,4,25,4,2,2,67,0
2469,16,0.914004408,0,1,0,3,4,6,,,2,32.01212306,1
2470,21,0.624,1,1,0,3,4,25,,,1,20.94509973,1
2471,24,0.740118674,1,0,2,3,4,5,,,0,30.55051673,1
2472,21,0.624,1,1,0,3,4,10,3,4,1,46,1
2473,21,0.624,0,1,0,4,4,7,2,4,0,70,1
2474,90,0.92,1,1,0,3,4,12,,,1,31.98832608,1
2475,16,0.91,1,1,0,3,4,6,5,4,3,125,0
2476,21,0.624,1,1,2,3,4,0,1,1,1,5,1
2477,103,0.92,1,1,0,3,4,15,3,,1,37,0
2478,99,0.915,0,0,2,2,,10,8,4,1,97,0
2479,21,0.624,0,0,2,3,4,7,,,0,29.64814436,1
2480,36,0.893,1,1,0,4,4,25,,,5,52,0
2481,16,0.91,0,1,0,3,4,13,1,4,1,63,0
2482,57,0.754328259,0,1,0,3,4,3,,,1,42.90035002,1
2483,103,0.92,0,1,0,4,4,8,3,4,4,79,0
2484,149,0.689,1,1,0,3,4,11,,,1,56,0
2485,73,0.877360179,1,0,0,3,4,25,,,1,18.03200825,1
2486,103,0.92,1,1,0,3,4,25,4,4,5,6,0
2487,90,0.698,1,1,0,4,4,25,,,1,124,1
2488,74,0.694369211,1,1,0,3,4,12,5,4,5,166,1
2489,57,0.866,1,0,0,2,,4,,,0,66,0
2490,103,0.92,0,0,0,,,5,,4,0,27,0
2491,160,0.92,0,0,0,2,,2,8,4,1,153,0
2492,21,0.624,1,1,2,3,4,1,2,4,0,21,1
2493,16,0.91,1,0,0,2,,4,,,2,27,1
2494,103,0.92,0,1,0,3,4,16,6,5,2,146,1
2495,103,0.92,1,1,0,3,4,5,,4,1,22.08558077,1
2496,100,0.887,1,1,0,4,4,6,1,4,1,44,0
2497,75,0.939,1,1,0,5,4,25,6,4,2,27,0
2498,23,0.899,1,1,0,3,4,25,2,,1,44,0
2499,21,0.624,0,1,2,3,5,5,4,1,2,85,1
2500,61,0.913,1,1,0,3,4,12,7,4,1,100,0
2501,65,0.802,1,1,0,3,4,7,8,4,1,19,0
2502,21,0.624,1,0,2,3,4,4,,,1,44.97865796,1
2503,99,0.890097868,1,1,0,3,4,25,,,1,43.16501813,1
2504,21,0.624,0,0,0,3,4,3,,,3,21.24157315,1
2505,21,0.616896316,0,1,0,3,4,9,4,4,1,22.42112295,1
2506,14,0.698,1,1,0,3,4,16,3,4,1,44,0
2507,21,0.624,1,1,0,3,4,7,3,4,1,18.87400009,1
2508,103,0.92,0,1,,,,25,,,,21,0
2509,21,0.624,1,1,0,3,4,15,6,4,5,56,0
2510,21,0.624,1,1,0,3,4,5,8,4,1,26,1
2511,103,0.92,1,1,0,3,4,5,,,2,27.40636332,1
2512,162,0.767,1,1,0,3,4,6,3,4,1,46,0
2513,103,0.92,1,1,0,3,4,25,4,3,5,11,0
2514,21,0.684283664,0,1,0,3,4,3,,4,1,50.59629843,1
2515,16,0.91,1,0,0,,,4,,4,0,6,0
2516,21,0.624,1,1,0,3,4,6,3,2,1,17,1
2517,73,0.788007352,1,1,1,3,4,3,,,1,102.9741742,1
2518,103,0.92,2,1,1,3,4,13,8,4,1,24,0
2519,75,0.923686555,0,1,0,3,4,13,,,1,277.4329054,1
