PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Survived
638,2,1,31,1,1,26.25,0,3,0
639,3,0,41,0,5,39.6875,0,3,0
640,3,1,,1,0,16.1,0,3,0
641,3,1,20,0,0,7.8542,0,3,0
642,1,0,24,0,0,69.3,1,1,1
643,3,0,2,3,2,27.9,0,3,0
644,3,1,,0,0,56.4958,0,3,1
645,3,0,0.75,2,1,19.2583,0,1,1
646,1,1,48,1,0,76.7292,1,1,1
647,3,1,19,0,0,7.8958,0,3,0
648,1,1,56,0,0,35.5,1,1,1
649,3,1,,0,0,7.55,0,3,0
650,3,0,23,0,0,7.55,0,3,1
651,3,1,,0,0,7.8958,0,3,0
652,2,0,18,0,1,23,0,3,1
653,3,1,21,0,0,8.4333,0,3,0
654,3,0,,0,0,7.8292,0,2,1
655,3,0,18,0,0,6.75,0,2,0
656,2,1,24,2,0,73.5,0,3,0
657,3,1,,0,0,7.8958,0,3,0
658,3,0,32,1,1,15.5,0,2,0
659,2,1,23,0,0,13,0,3,0
660,1,1,58,0,2,113.275,1,1,0
661,1,1,50,2,0,133.65,0,3,1
662,3,1,40,0,0,7.225,0,1,0
663,1,1,47,0,0,25.5875,1,3,0
664,3,1,36,0,0,7.4958,0,3,0
665,3,1,20,1,0,7.925,0,3,1
666,2,1,32,2,0,73.5,0,3,0
667,2,1,25,0,0,13,0,3,0
668,3,1,,0,0,7.775,0,3,0
669,3,1,43,0,0,8.05,0,3,0
670,1,0,,1,0,52,1,3,1
671,2,0,40,1,1,39,0,3,1
672,1,1,31,1,0,52,1,3,0
673,2,1,70,0,0,10.5,0,3,0
674,2,1,31,0,0,13,0,3,1
675,2,1,,0,0,0,0,3,0
676,3,1,18,0,0,7.775,0,3,0
677,3,1,24.5,0,0,8.05,0,3,0
678,3,0,18,0,0,9.8417,0,3,1
679,3,0,43,1,6,46.9,0,3,0
680,1,1,36,0,1,512.3292,1,1,1
681,3,0,,0,0,8.1375,0,2,0
682,1,1,27,0,0,76.7292,1,1,1
683,3,1,20,0,0,9.225,0,3,0
684,3,1,14,5,2,46.9,0,3,0
685,2,1,60,1,1,39,0,3,0
686,2,1,25,1,2,41.5792,0,1,0
687,3,1,14,4,1,39.6875,0,3,0
688,3,1,19,0,0,10.1708,0,3,0
689,3,1,18,0,0,7.7958,0,3,0
690,1,0,15,0,1,211.3375,1,3,1
691,1,1,31,1,0,57,1,3,1
692,3,0,4,0,1,13.4167,0,1,1
693,3,1,,0,0,56.4958,0,3,1
694,3,1,25,0,0,7.225,0,1,0
695,1,1,60,0,0,26.55,0,3,0
696,2,1,52,0,0,13.5,0,3,0
697,3,1,44,0,0,8.05,0,3,0
698,3,0,,0,0,7.7333,0,2,1
699,1,1,49,1,1,110.8833,1,1,0
700,3,1,42,0,0,7.65,1,3,0
701,1,0,18,1,0,227.525,1,1,1
702,1,1,35,0,0,26.2875,1,3,1
703,3,0,18,0,1,14.4542,0,1,0
704,3,1,25,0,0,7.7417,0,2,0
705,3,1,26,1,0,7.8542,0,3,0
706,2,1,39,0,0,26,0,3,0
707,2,0,45,0,0,13.5,0,3,1
708,1,1,42,0,0,26.2875,1,3,1
709,1,0,22,0,0,151.55,0,3,1
710,3,1,,1,1,15.2458,0,1,1
711,1,0,24,0,0,49.5042,1,1,1
712,1,1,,0,0,26.55,1,3,0
713,1,1,48,1,0,52,1,3,1
714,3,1,29,0,0,9.4833,0,3,0
715,2,1,52,0,0,13,0,3,0
716,3,1,19,0,0,7.65,1,3,0
717,1,0,38,0,0,227.525,1,1,1
718,2,0,27,0,0,10.5,1,3,1
719,3,1,,0,0,15.5,0,2,0
720,3,1,33,0,0,7.775,0,3,0
721,2,0,6,0,1,33,0,3,1
722,3,1,17,1,0,7.0542,0,3,0
723,2,1,34,0,0,13,0,3,0
724,2,1,50,0,0,13,0,3,0
725,1,1,27,1,0,53.1,1,3,1
726,3,1,20,0,0,8.6625,0,3,0
727,2,0,30,3,0,21,0,3,1
728,3,0,,0,0,7.7375,0,2,1
729,2,1,25,1,0,26,0,3,0
730,3,0,25,1,0,7.925,0,3,0
731,1,0,29,0,0,211.3375,1,3,1
732,3,1,11,0,0,18.7875,0,1,0
733,2,1,,0,0,0,0,3,0
734,2,1,23,0,0,13,0,3,0
735,2,1,23,0,0,13,0,3,0
736,3,1,28.5,0,0,16.1,0,3,0
737,3,0,48,1,3,34.375,0,3,0
738,1,1,35,0,0,512.3292,1,1,1
739,3,1,,0,0,7.8958,0,3,0
740,3,1,,0,0,7.8958,0,3,0
741,1,1,,0,0,30,1,3,1
742,1,1,36,1,0,78.85,1,3,0
743,1,0,21,2,2,262.375,1,1,1
744,3,1,24,1,0,16.1,0,3,0
745,3,1,31,0,0,7.925,0,3,1
746,1,1,70,1,1,71,1,3,0
747,3,1,16,1,1,20.25,0,3,0
748,2,0,30,0,0,13,0,3,1
749,1,1,19,1,0,53.1,1,3,0
750,3,1,31,0,0,7.75,0,2,0
751,2,0,4,1,1,23,0,3,1
752,3,1,6,0,1,12.475,1,3,1
753,3,1,33,0,0,9.5,0,3,0
754,3,1,23,0,0,7.8958,0,3,0
755,2,0,48,1,2,65,0,3,1
756,2,1,0.67,1,1,14.5,0,3,1
757,3,1,28,0,0,7.7958,0,3,0
758,2,1,18,0,0,11.5,0,3,0
759,3,1,34,0,0,8.05,0,3,0
760,1,0,33,0,0,86.5,1,3,1
761,3,1,,0,0,14.5,0,3,0
762,3,1,41,0,0,7.125,0,3,0
763,3,1,20,0,0,7.2292,0,1,1
764,1,0,36,1,2,120,1,3,1
765,3,1,16,0,0,7.775,0,3,0
766,1,0,51,1,0,77.9583,1,3,1
767,1,1,,0,0,39.6,0,1,0
768,3,0,30.5,0,0,7.75,0,2,0
769,3,1,,1,0,24.15,0,2,0
770,3,1,32,0,0,8.3625,0,3,0
771,3,1,24,0,0,9.5,0,3,0
772,3,1,48,0,0,7.8542,0,3,0
773,2,0,57,0,0,10.5,1,3,0
774,3,1,,0,0,7.225,0,1,0
775,2,0,54,1,3,23,0,3,1
776,3,1,18,0,0,7.75,0,3,0
777,3,1,,0,0,7.75,1,2,0
778,3,0,5,0,0,12.475,0,3,1
779,3,1,,0,0,7.7375,0,2,0
780,1,0,43,0,1,211.3375,1,3,1
781,3,0,13,0,0,7.2292,0,1,1
782,1,0,17,1,0,57,1,3,1
783,1,1,29,0,0,30,1,3,0
784,3,1,,1,2,23.45,0,3,0
785,3,1,25,0,0,7.05,0,3,0
786,3,1,25,0,0,7.25,0,3,0
787,3,0,18,0,0,7.4958,0,3,1
788,3,1,8,4,1,29.125,0,2,0
789,3,1,1,1,2,20.575,0,3,1
790,1,1,46,0,0,79.2,1,1,0
791,3,1,,0,0,7.75,0,2,0
792,2,1,16,0,0,26,0,3,0
793,3,0,,8,2,69.55,0,3,0
794,1,1,,0,0,30.6958,0,1,0
795,3,1,25,0,0,7.8958,0,3,0
796,2,1,39,0,0,13,0,3,0
797,1,0,49,0,0,25.9292,1,3,1
798,3,0,31,0,0,8.6833,0,3,1
799,3,1,30,0,0,7.2292,0,1,0
800,3,0,30,1,1,24.15,0,3,0
801,2,1,34,0,0,13,0,3,0
802,2,0,31,1,1,26.25,0,3,1
803,1,1,11,1,2,120,1,3,1
804,3,1,0.42,0,1,8.5167,0,1,1
805,3,1,27,0,0,6.975,0,3,1
806,3,1,31,0,0,7.775,0,3,0
807,1,1,39,0,0,0,1,3,0
808,3,0,18,0,0,7.775,0,3,0
809,2,1,39,0,0,13,0,3,0
810,1,0,33,1,0,53.1,1,3,1
811,3,1,26,0,0,7.8875,0,3,0
812,3,1,39,0,0,24.15,0,3,0
813,2,1,35,0,0,10.5,0,3,0
814,3,0,6,4,2,31.275,0,3,0
815,3,1,30.5,0,0,8.05,0,3,0
816,1,1,,0,0,0,1,3,0
817,3,0,23,0,0,7.925,0,3,0
818,2,1,31,1,1,37.0042,0,1,0
819,3,1,43,0,0,6.45,0,3,0
820,3,1,10,3,2,27.9,0,3,0
821,1,0,52,1,1,93.5,1,3,1
822,3,1,27,0,0,8.6625,0,3,1
823,1,1,38,0,0,0,0,3,0
824,3,0,27,0,1,12.475,1,3,1
825,3,1,2,4,1,39.6875,0,3,0
826,3,1,,0,0,6.95,0,2,0
827,3,1,,0,0,56.4958,0,3,0
828,2,1,1,0,2,37.0042,0,1,1
829,3,1,,0,0,7.75,0,2,1
830,1,0,62,0,0,80,1,0,1
831,3,0,15,1,0,14.4542,0,1,1
832,2,1,0.83,1,1,18.75,0,3,1
833,3,1,,0,0,7.2292,0,1,0
834,3,1,23,0,0,7.8542,0,3,0
835,3,1,18,0,0,8.3,0,3,0
836,1,0,39,1,1,83.1583,1,1,1
837,3,1,21,0,0,8.6625,0,3,0
838,3,1,,0,0,8.05,0,3,0
839,3,1,32,0,0,56.4958,0,3,1
840,1,1,,0,0,29.7,1,1,1
841,3,1,20,0,0,7.925,0,3,0
842,2,1,16,0,0,10.5,0,3,0
843,1,0,30,0,0,31,0,1,1
844,3,1,34.5,0,0,6.4375,0,1,0
845,3,1,17,0,0,8.6625,0,3,0
846,3,1,42,0,0,7.55,0,3,0
847,3,1,,8,2,69.55,0,3,0
848,3,1,35,0,0,7.8958,0,1,0
849,2,1,28,0,1,33,0,3,0
850,1,0,,1,0,89.1042,1,1,1
851,3,1,4,4,2,31.275,0,3,0
852,3,1,74,0,0,7.775,0,3,0
853,3,0,9,1,1,15.2458,0,1,0
854,1,0,16,0,1,39.4,1,3,1
855,2,0,44,1,0,26,0,3,0
856,3,0,18,0,1,9.35,0,3,1
857,1,0,45,1,1,164.8667,0,3,1
858,1,1,51,0,0,26.55,1,3,1
859,3,0,24,0,3,19.2583,0,1,1
860,3,1,,0,0,7.2292,0,1,0
861,3,1,41,2,0,14.1083,0,3,0
862,2,1,21,1,0,11.5,0,3,0
863,1,0,48,0,0,25.9292,1,3,1
864,3,0,,8,2,69.55,0,3,0
865,2,1,24,0,0,13,0,3,0
866,2,0,42,0,0,13,0,3,1
867,2,0,27,1,0,13.8583,0,1,1
868,1,1,31,0,0,50.4958,1,3,0
869,3,1,,0,0,9.5,0,3,0
870,3,1,4,1,1,11.1333,0,3,1
871,3,1,26,0,0,7.8958,0,3,0
872,1,0,47,1,1,52.5542,1,3,1
873,1,1,33,0,0,5,1,3,0
874,3,1,47,0,0,9,0,3,0
875,2,0,28,1,0,24,0,1,1
876,3,0,15,0,0,7.225,0,1,1
877,3,1,20,0,0,9.8458,0,3,0
878,3,1,19,0,0,7.8958,0,3,0
879,3,1,,0,0,7.8958,0,3,0
880,1,0,56,0,1,83.1583,1,1,1
881,2,0,25,0,1,26,0,3,1
882,3,1,33,0,0,7.8958,0,3,0
883,3,0,22,0,0,10.5167,0,3,0
884,2,1,28,0,0,10.5,0,3,0
885,3,1,25,0,0,7.05,0,3,0
886,3,0,39,0,5,29.125,0,2,0
887,2,1,27,0,0,13,0,3,0
888,1,0,19,0,0,30,1,3,1
889,3,0,,1,2,23.45,0,3,0
890,1,1,26,0,0,30,1,1,1
891,3,1,32,0,0,7.75,0,2,0
